FID,OBJECTID,Comment,YEAR_BUILT,PORTS,PRIVATE,LAT,LONG,ELEV,Hydrant_Ty,Address_Nu,Street_Nam,Repairs_Ne,Last_Maint,Maintained,PSI,POINT_X,POINT_Y,POINT_Z,POINT_M
0,1,needs paint,1970,3,N,45.545956560000000,-122.391644299999996,-10.005983490000000,Pacific States,893.000000000000000,GRAHAM,Replace Reflector,6/12/2014 0:00:00,Y,80,7717505.451190000399947,690811.738250000053085,-10.006000000000000,0.000000000000000
1,2, ,1971,3,N,45.548237409999999,-122.390716900000001,-8.977436691999999,Pacific States,1129.000000000000000,GRAHAM,Replace Reflector,6/9/2014 0:00:00,Y,85,7717761.408359999768436,691638.667370000039227,-8.977399999999999,0.000000000000000
2,3, ,2007,3,N,45.548055720000001,-122.387804200000005,-8.027119421000000,Clow,1027.000000000000000,HARLOW,Replace Reflector,6/9/2014 0:00:00,Y,80,7718505.528260000050068,691555.003495999961160,0.000000000000000,0.000000000000000
3,4, ,0,3,Y,45.547720800000000,-122.387588899999997,-9.181743573000000, ,1001.000000000000000,HARLOW, ,,N,0,7718553.540300000458956,691428.649418000015430,-9.181699999999999,0.000000000000000
4,5, ,1986,3,N,45.550995260000001,-122.388589199999998,-9.281924635999999,Muller SC,1500.000000000000000,GRAHAM,Replace Reflector,6/9/2014 0:00:00,Y,85,7718329.862599999643862,692631.183429999975488,-9.281900000000000,0.000000000000000
5,6, ,1971,3,N,45.550998110000002,-122.390858399999999,-8.841859081000001,Pacific States,472.000000000000000,PERIMETER,Need Paint,6/9/2014 0:00:00,Y,85,7717748.728590000420809,692645.818571000010706,-8.841900000000001,0.000000000000000
6,7, ,0,3,Y,45.551604470000001,-122.388919599999994,-10.052763790000000, ,325.000000000000000,GRAHAM, ,,N,0,7718250.423449999652803,692855.225304999970831,-10.052800000000000,0.000000000000000
7,8, ,2000,3,N,45.551834390000003,-122.388736800000004,-9.937585414000001,Clow,1500.000000000000000,GRAHAM,Replace Reflector,6/9/2014 0:00:00,Y,90,7718299.194679999724030,692937.941019000019878,-9.937600000000000,0.000000000000000
8,9,needs paint,1971,3,N,45.551023549999996,-122.392879199999996,-10.655712740000000,Pacific States,452.000000000000000,PERIMETER,Replace Reflector,,Y,85,7717231.334610000252724,692667.145299999974668,-10.655700000000000,0.000000000000000
9,10, ,1971,3,N,45.551034979999997,-122.394964999999999,-11.315476240000001,Pacific States,923.000000000000000,PERIMETER,Need Paint,6/9/2014 0:00:00,Y,90,7716697.352090000174940,692683.903469000011683,-11.315500000000000,0.000000000000000
10,11, ,1971,3,N,45.550983590000001,-122.396840600000004,-11.417696440000000,Pacific States,1080.000000000000000,PERIMETER,Need Paint,6/9/2014 0:00:00,Y,90,7716216.557439999654889,692676.447446999954991,-11.417700000000000,0.000000000000000
11,12, ,1971,3,N,45.551011809999999,-122.398675600000004,-12.501433010000000,Pacific States,1250.000000000000000,PERIMETER,Replace Reflector,6/9/2014 0:00:00,Y,90,7715746.860550000332296,692697.774176000035368,-12.501400000000000,0.000000000000000
12,13, ,1971,3,N,45.551004960000000,-122.401175100000003,-13.391856949999999,Pacific States,1510.000000000000000,PERIMETER, ,6/9/2014 0:00:00,Y,90,7715106.681710000149906,692710.333206000039354,-13.391900000000000,0.000000000000000
13,14, ,1978,3,N,45.551002529999998,-122.402742000000003,-14.529335460000000,Dresser 500,1590.000000000000000,PERIMETER, ,6/9/2014 0:00:00,Y,90,7714705.387240000069141,692718.893884000019170,-14.529299999999999,0.000000000000000
14,15, ,1986,3,N,45.551726930000001,-122.405374499999994,-13.665822130000000,Muller SC,1851.000000000000000,GRAHAM,Need Paint,6/6/2014 0:00:00,Y,90,7714037.413510000333190,692998.837222000001930,-13.665800000000001,0.000000000000000
15,16, ,1988,3,N,45.551704940000000,-122.406753699999996,-13.713177829999999,Muller SC,1953.000000000000000,GRAHAM,Need Paint,6/6/2014 0:00:00,Y,90,7713684.033640000037849,692999.157432000036351,-13.713200000000001,0.000000000000000
16,17, ,1989,3,N,45.551636840000000,-122.407962499999996,-14.400171690000001,Muller SC,0.000000000000000,GRAHAM,Need Paint,6/6/2014 0:00:00,Y,90,7713373.861030000261962,692981.644343000021763,-14.400200000000000,0.000000000000000
17,18, ,2007,3,N,45.553667210000000,-122.407641600000005,-13.390357290000001,Muller SC,1650.000000000000000,SUNDIAL,Need Paint,6/6/2014 0:00:00,Y,90,7713473.533400000073016,693719.790176999988034,-13.390400000000000,0.000000000000000
18,19, ,1994,3,N,45.554648409999999,-122.407584499999999,-13.336662170000000,Muller SC,0.000000000000000,SUNDIAL,Need Paint,6/5/2014 0:00:00,Y,90,7713496.601920000277460,694077.098516999976709,-13.336700000000000,0.000000000000000
19,20, ,2008,3,N,45.554940690000002,-122.406196300000005,-13.311886590000000,Clow,0.000000000000000,SWIGERT,Need Paint,6/5/2014 0:00:00,Y,90,7713854.845630000345409,694175.245631000027061,-13.311900000000000,0.000000000000000
20,21, ,2008,3,N,45.555081809999997,-122.404279200000005,-13.210166279999999,Clow,0.000000000000000,SWIGERT,Need Paint,6/5/2014 0:00:00,Y,90,7714346.746220000088215,694214.980458999983966,0.000000000000000,0.000000000000000
21,22, ,2008,3,N,45.555083029999999,-122.402329300000005,-12.476544479999999,Clow,0.000000000000000,SWIGERT,Need Paint,6/6/2014 0:00:00,Y,99,7714846.105130000039935,694203.783630999969319,0.000000000000000,0.000000000000000
22,23, ,2008,3,N,45.555083240000002,-122.400489199999996,-12.584023810000000,Clow,0.000000000000000,SWIGERT,Need Paint,6/6/2014 0:00:00,Y,90,7715317.277420000173151,694192.775779000017792,0.000000000000000,0.000000000000000
23,24, ,2008,3,N,45.555084399999998,-122.398424399999996,-12.110762090000000,Clow,0.000000000000000,SWIGERT,Need Paint,6/6/2014 0:00:00,Y,90,7715846.155299999751151,694178.034010999952443,0.000000000000000,0.000000000000000
24,25, ,2008,3,N,45.555083359999998,-122.396469999999994,-11.505332100000000,Clow,0.000000000000000,SWIGERT,Need Paint,6/6/2014 0:00:00,Y,90,7716346.364599999971688,694168.593412999995053,-11.505300000000000,0.000000000000000
25,26, ,2008,3,N,45.553954349999998,-122.413404099999994,-14.193639530000000,Muller SC,2747.000000000000000,ROGERS,Need Paint,6/6/2014 0:00:00,Y,90,7712000.322110000066459,693859.358139000018127,-14.193600000000000,0.000000000000000
26,27, ,1995,3,N,45.553795319999999,-122.411143199999998,-14.915052200000000,Muller SC,0.000000000000000,ROGERS,Need Paint,6/6/2014 0:00:00,Y,90,7712577.934139999561012,693787.682100999983959,-14.915100000000001,0.000000000000000
27,28, ,1995,3,N,45.553797410000001,-122.409577100000007,-13.951853509999999,Muller SC,0.000000000000000,ROGERS,Need Paint,6/6/2014 0:00:00,Y,99,7712978.989439999684691,693778.960661999997683,-13.951900000000000,0.000000000000000
28,29, ,1992,3,N,45.552829660000000,-122.410909700000005,-14.247206329999999,Waterous 67,2572.000000000000000,GRAHAM,Need Paint,6/6/2014 0:00:00,Y,90,7712627.571510000154376,693434.234644999960437,0.000000000000000,0.000000000000000
29,30, ,1989,3,N,45.552714289999997,-122.411538300000004,-14.455860990000000,Clow 2500,2670.000000000000000,GRAHAM,Need Paint,6/6/2014 0:00:00,Y,90,7712466.883840000256896,693395.226848999969661,0.000000000000000,0.000000000000000
30,31, ,1990,3,N,45.552594030000002,-122.409693599999997,-14.181102989999999,Clow 2500,0.000000000000000,GRAHAM,Need Paint,6/6/2014 0:00:00,Y,90,7712938.789719999767840,693341.024202000000514,-14.181100000000001,0.000000000000000
31,32, ,1989,3,N,45.550890400000000,-122.410938799999997,-13.628969189999999,Muller SC,0.000000000000000,SUNDIAL,Need Paint,6/6/2014 0:00:00,Y,90,7712605.207709999755025,692727.579890999943018,-13.629000000000000,0.000000000000000
32,33, ,1989,3,N,45.550453529999999,-122.412362299999998,-13.796970940000000,Muller SC,0.000000000000000,SUNDIAL,Need Paint,6/6/2014 0:00:00,Y,80,7712236.876749999821186,692576.965033999993466,-13.797000000000001,0.000000000000000
33,34, ,1989,3,N,45.550402939999998,-122.414005399999994,-14.044058840000000,Muller SC,0.000000000000000,SUNDIAL, ,6/11/2014 0:00:00,Y,80,7711815.663689999841154,692568.483096000039950,0.000000000000000,0.000000000000000
34,35, ,1989,3,N,45.550380369999999,-122.415567300000006,-13.981232500000001,Muller SC,0.000000000000000,SUNDIAL,Replace Reflector,6/11/2014 0:00:00,Y,90,7711415.456149999983609,692569.739655000041239,-13.981199999999999,0.000000000000000
35,36, ,1989,3,N,45.549627430000001,-122.417692400000007,-13.566091750000000,Muller SC,0.000000000000000,SUNDIAL, ,6/11/2014 0:00:00,Y,90,7710864.650820000097156,692308.228695000056177,0.000000000000000,0.000000000000000
36,37,needs o rings,1989,3,N,45.550394850000004,-122.419310400000001,-14.015149020000001,Muller SC,0.000000000000000,MARINE,Need Paint,6/10/2014 0:00:00,Y,80,7710453.970209999941289,692594.972215999965556,-14.015100000000000,0.000000000000000
37,38,needs o rings,1997,3,N,45.551255400000002,-122.420376399999995,-13.678569469999999,Clow,1774.000000000000000,COMMERCE,Need Paint,6/10/2014 0:00:00,Y,85,7710191.430060000158846,692917.943354999995790,-13.678599999999999,0.000000000000000
38,39, ,1997,3,N,45.552266090000003,-122.419015299999998,-12.798666340000000,Clow,1826.000000000000000,COMMERCE,Need Paint,6/10/2014 0:00:00,Y,95,7710548.737409999594092,693278.064025999978185,-12.798700000000000,0.000000000000000
39,40, ,2000,3,N,45.552988059999997,-122.419169499999995,-12.892646620000001,Clow,1891.000000000000000,COMMERCE,Need Paint,6/10/2014 0:00:00,Y,90,7710515.512090000323951,693542.165532000013627,-12.892600000000000,0.000000000000000
40,41, ,1989,3,N,45.551915989999998,-122.421504900000002,-14.511611400000000,Clow 2500,0.000000000000000,MARINE,Need Paint,6/10/2014 0:00:00,Y,95,7709908.142570000141859,693165.605589000042528,-14.511600000000000,0.000000000000000
41,42, ,2000,3,N,45.550474039999997,-122.419862400000000,-13.235501870000000,Clow,3324.000000000000000,MARINE,Need Paint,6/10/2014 0:00:00,Y,75,7710314.692929999902844,692629.014470999944024,-13.235500000000000,0.000000000000000
42,43,needs paint,1988,3,N,45.548343639999999,-122.415882199999999,-13.067794500000000,Muller SC,2900.000000000000000,MARINE,Replace Reflector,6/11/2014 0:00:00,Y,90,7711317.203719999641180,691829.280833999975584,0.000000000000000,0.000000000000000
43,44,needs paint,1994,3,N,45.547238020000002,-122.415888899999999,-8.365850235000000,Waterous 67,911.000000000000000,EASTWIND,Replace Reflector,6/11/2014 0:00:00,Y,80,7711305.912739999592304,691426.290170000051148,-8.365900000000000,0.000000000000000
44,45, ,2000,3,N,45.547842220000000,-122.413055299999996,-11.714019790000000,Clow,2500.000000000000000,MARINE,Need Paint,6/13/2014 0:00:00,Y,85,7712036.877150000073016,691629.323557000025176,0.000000000000000,0.000000000000000
45,46, ,1978,3,N,45.547799249999997,-122.411323499999995,-12.327986210000001,Dresser 500,2430.000000000000000,MARINE,Need Paint,6/13/2014 0:00:00,Y,85,7712480.023909999988973,691603.159895000047982,-12.327999999999999,0.000000000000000
46,47, ,1978,3,N,45.547772270000003,-122.409858900000003,-12.333102600000000,Dresser 500,2360.000000000000000,MARINE,Need Paint,6/13/2014 0:00:00,Y,80,7712854.913250000216067,691584.453239999944344,-12.333100000000000,0.000000000000000
47,48,needs reflector,1978,3,N,45.547694499999999,-122.407665300000005,-12.046401740000000,Dresser 500,1032.000000000000000,DUNBAR,Need Paint,6/23/2014 0:00:00,Y,85,7713416.042700000107288,691542.832587999990210,0.000000000000000,0.000000000000000
48,49,needs reflector,1978,3,N,45.546395670000003,-122.407665499999993,-12.035225929999999,Dresser 500,878.000000000000000,DUNBAR,Need Paint,6/23/2014 0:00:00,Y,85,7713404.827829999849200,691069.399480000021867,-12.035200000000000,0.000000000000000
49,50,needs reflector,1978,3,N,45.545257329999998,-122.407665899999998,-11.367048680000000,Dresser 500,798.000000000000000,DUNBAR,Need Paint,6/23/2014 0:00:00,Y,85,7713394.923980000428855,690654.468879000050947,-11.367000000000001,0.000000000000000
50,51, ,1978,3,N,45.545178569999997,-122.405525400000002,-11.498318440000000,Dresser 500,0.000000000000000,7TH,Need Paint,7/2/2014 0:00:00,Y,85,7713942.473410000093281,690612.818372000008821,-11.498300000000000,0.000000000000000
51,52, ,1978,3,N,45.545188850000002,-122.403480999999999,-11.669713020000000,Dresser 500,819.000000000000000,CORPORATE,Need Paint,7/3/2014 0:00:00,Y,84,7714466.172159999608994,690604.221277000033297,-11.669700000000001,0.000000000000000
52,53, ,1997,3,N,45.545606409999998,-122.403079500000004,-11.184647999999999,Waterous 67,831.000000000000000,CORPORATE,Need Paint,7/3/2014 0:00:00,Y,86,7714572.540719999931753,690753.932919000042602,0.000000000000000,0.000000000000000
53,54, ,1997,3,N,45.546490730000002,-122.403034500000004,-11.753159719999999,Waterous 67,906.000000000000000,CORPORATE,Need Paint,7/3/2014 0:00:00,Y,86,7714591.670599999837577,691075.991986999986693,0.000000000000000,0.000000000000000
54,55,needs  reflector,1997,3,N,45.546974939999998,-122.403915900000001,-11.221244150000000,Waterous 67,1042.000000000000000,CORPORATE,Need Paint,7/2/2014 0:00:00,Y,75,7714370.141839999705553,691257.890245000016876,-11.221200000000000,0.000000000000000
55,56, ,0,3,Y,45.546807049999998,-122.403904600000004,-11.235762410000000, ,981.000000000000000,CORPORATE, ,,N,0,7714371.593609999865294,691196.624946999945678,0.000000000000000,0.000000000000000
56,57, ,1997,3,N,45.547247300000002,-122.404590700000000,-11.739323150000001,Waterous 67,1059.000000000000000,CORPORATE,Need Paint,7/2/2014 0:00:00,Y,75,7714199.587070000357926,691361.170221999986097,0.000000000000000,0.000000000000000
57,58, ,1999,3,N,45.546329630000002,-122.403100300000006,-11.830879400000001,Waterous 67,981.000000000000000,CORPORATE,Need Paint,7/3/2014 0:00:00,Y,86,7714573.411779999732971,691017.678455000044778,0.000000000000000,0.000000000000000
58,59,doent drain,1999,3,N,45.543956319999999,-122.402619400000006,-10.014820960000000,Waterous 67,1610.000000000000000,FRONTAGE,Need Paint,7/3/2014 0:00:00,Y,84,7714676.291819999925792,690149.754337999969721,-10.014799999999999,0.000000000000000
59,60,MOTEL 6,0,3,Y,45.543128869999997,-122.403446400000007,-8.843794066999999, ,1610.000000000000000,FRONTAGE, ,,N,0,7714457.264700000174344,689852.697188999969512,-8.843800000000000,0.000000000000000
60,61, ,1971,3,N,45.544207790000002,-122.398479399999999,-10.840499380000001,Pacific States,1108.000000000000000,FRONTAGE,Need Paint,7/3/2014 0:00:00,Y,84,7715738.810370000079274,690216.468442999990657,-10.840500000000000,0.000000000000000
61,62,needs  dust coverbolt,2000,3,N,45.544331550000003,-122.396365900000006,-10.181912770000000,Clow,790.000000000000000,FRONTAGE,Need Paint,7/3/2014 0:00:00,Y,82,7716281.201999999582767,690248.863063000026159,-10.181900000000001,0.000000000000000
62,63,infont of sharis,1971,3,N,45.544418469999997,-122.394362400000006,-9.723392535000000,Pacific States,790.000000000000000,FRONTAGE,Need Paint,7/3/2014 0:00:00,Y,84,7716795.106809999793768,690268.504427999956533,-9.723400000000000,0.000000000000000
63,64,in front of holiday  inn,1990,3,N,45.543611570000003,-122.393770799999999,-9.952886057000001,Clow 2500,557.000000000000000,PHOENIX,Need Paint,7/3/2014 0:00:00,Y,84,7716939.751530000008643,689970.829498999984935,-9.952900000000000,0.000000000000000
64,65,needs paint,1989,3,N,45.544295869999999,-122.391425100000006,-9.333217886000000,Muller SC,400.000000000000000,FRONTAGE,Replace Reflector,,Y,80,7717546.399269999936223,690206.184999000048265,-9.333199999990001,0.000000000000000
65,66, ,0,3,Y,45.543057970000000,-122.389639099999997,-7.669049752000000, ,450.000000000000000,257TH, ,,N,0,7717993.278629999607801,689744.253508000052534,-7.668999999990000,0.000000000000000
66,67, ,0,3,Y,45.544486280000001,-122.388700400000005,-8.230678393000000, ,450.000000000000000,257TH, ,,N,0,7718245.898199999704957,690259.261664999998175,-8.230700000000001,0.000000000000000
67,68, ,0,3,Y,45.543862339999997,-122.387714099999997,-7.899042395000000, ,450.000000000000000,257TH, ,,N,0,7718493.201510000042617,690025.925844999961555,-7.899000000000000,0.000000000000000
68,69, ,1992,3,N,45.543068259999998,-122.387123000000003,-8.535603754000000,Muller SC,410.000000000000000,257TH,Need Paint,6/12/2014 0:00:00,Y,90,7718681.193590000271797,689799.748803999973461,-8.535600000000001,0.000000000000000
69,70, ,1968,3,N,45.543588960000001,-122.386290799999998,-9.178729591000000,Muller Improved,410.000000000000000,257TH,Need Paint,6/12/2014 0:00:00,Y,90,7718855.426839999854565,689917.760378999984823,-9.178699999999999,0.000000000000000
70,71, ,1978,3,N,45.545640110000001,-122.394089199999996,-11.138875390000001,Dresser 500,893.000000000000000,GRAHAM,Need Paint,7/2/2014 0:00:00,Y,80,7716875.520360000431538,690712.163974000024609,-11.138900000000000,0.000000000000000
71,72, ,1978,3,N,45.545544720000002,-122.396711699999997,-10.923523800000000,Dresser 500,955.000000000000000,NORTH FRONTAGE,Need Paint,7/2/2014 0:00:00,Y,82,7716203.015479999594390,690693.153184999944642,-10.923500000000001,0.000000000000000
72,73, ,1978,3,N,45.545592739999996,-122.398627399999995,-11.232287650000000,Dresser 500,0.000000000000000,MARINE/FRONTAGE,Need Paint,7/2/2014 0:00:00,Y,84,7715712.774000000208616,690722.185278999968432,-11.232300000000000,0.000000000000000
73,74, ,0,3,Y,0.000000000000000,0.000000000000000,0.000000000000000, ,1001.000000000000000,HARLOW, ,,N,0,7718182.837960000149906,691331.655188999953680,0.000000000000000,0.000000000000000
74,75, ,0,3,Y,0.000000000000000,0.000000000000000,0.000000000000000, ,1027.000000000000000,HARLOW, ,,N,0,7717941.676040000282228,691430.279664000030607,0.000000000000000,0.000000000000000
75,76, ,0,3,Y,0.000000000000000,0.000000000000000,0.000000000000000, ,325.000000000000000,GRAHAM, ,,N,0,7718244.863429999910295,692731.344646999961697,0.000000000000000,0.000000000000000
76,77, ,0,3,Y,0.000000000000000,0.000000000000000,0.000000000000000, ,334.000000000000000,GRAHAM, ,,N,0,7718034.039370000362396,693070.532288999995217,0.000000000000000,0.000000000000000
77,78, ,0,3,Y,0.000000000000000,0.000000000000000,0.000000000000000, ,325.000000000000000,GRAHAM, ,,N,0,7718032.053159999661148,692905.118906000046991,0.000000000000000,0.000000000000000
78,79, ,0,3,Y,0.000000000000000,0.000000000000000,0.000000000000000, ,325.000000000000000,GRAHAM, ,,N,0,7718026.599100000225008,692736.985383999999613,0.000000000000000,0.000000000000000
79,80, ,0,3,Y,0.000000000000000,0.000000000000000,0.000000000000000, ,334.000000000000000,GRAHAM, ,,N,0,7718252.368329999968410,693067.818712000036612,0.000000000000000,0.000000000000000
80,81, ,2000,3,Y,45.552565139999999,-122.388340999999997,-9.902179490000000,Clow,1820.000000000000000,GRAHAM, ,,N,80,7718406.804370000027120,693201.937538000056520,0.000000000000000,0.000000000000000
81,82, ,2000,3,Y,45.552572560000002,-122.387170900000001,-10.125198480000000,Clow,1820.000000000000000,GRAHAM, ,7/10/2014 0:00:00,Y,80,7718703.589870000258088,693194.356844000052661,0.000000000000000,0.000000000000000
82,83, ,2000,3,Y,45.553056499999997,-122.386028499999995,-9.961730319000001,Clow,1820.000000000000000,GRAHAM, ,7/10/2014 0:00:00,Y,80,7719003.120109999552369,693367.136682000011206,0.000000000000000,0.000000000000000
83,84, ,2000,3,Y,45.553470599999997,-122.387028400000005,-9.436786375000001,Clow,1820.000000000000000,GRAHAM, ,,N,0,7718747.938539999537170,693520.420169000048190,0.000000000000000,0.000000000000000
84,85, ,2000,3,Y,45.553435260000001,-122.388174100000001,-9.470939515000000,Clow,1820.000000000000000,GRAHAM, ,7/10/2014 0:00:00,Y,78,7718454.170749999582767,693515.475297000026330,0.000000000000000,0.000000000000000
85,86, ,0,3,Y,0.000000000000000,0.000000000000000,0.000000000000000, ,271.000000000000000,GRAHAM, ,,N,0,7717791.853179999627173,693092.431850999942981,0.000000000000000,0.000000000000000
86,87, ,0,3,Y,0.000000000000000,0.000000000000000,0.000000000000000, ,271.000000000000000,GRAHAM, ,,N,0,7717788.120570000261068,692960.917021999950521,0.000000000000000,0.000000000000000
87,88, ,0,3,Y,0.000000000000000,0.000000000000000,0.000000000000000, ,483.000000000000000,PERIMETER, ,,N,0,7717785.528389999642968,692826.007514999946579,0.000000000000000,0.000000000000000
88,89, ,1978,3,N,0.000000000000000,0.000000000000000,0.000000000000000,Dresser 500,0.000000000000000,PERIMETER,Need Paint,6/9/2014 0:00:00,Y,90,7714073.559430000372231,692731.520828000037000,0.000000000000000,0.000000000000000
89,90, ,1978,3,N,0.000000000000000,0.000000000000000,0.000000000000000,Dresser 500,0.000000000000000,PERIMETER,Need Paint,6/6/2014 0:00:00,Y,90,7713448.732269999571145,692743.605776999960653,0.000000000000000,0.000000000000000
90,91, ,2008,3,N,45.552916480000000,-122.422946400000001,-14.677757540000000,Muller SC,3611.000000000000000,MARINE,Need Paint,6/10/2014 0:00:00,Y,95,7709547.659040000289679,693539.076298999949358,0.000000000000000,0.000000000000000
91,92, ,0,3,Y,0.000000000000000,0.000000000000000,0.000000000000000, ,450.000000000000000,257TH, ,,N,0,7718436.443420000374317,689400.159708000021055,0.000000000000000,0.000000000000000
92,93, ,1989,3,N,0.000000000000000,0.000000000000000,0.000000000000000,Muller SC,302.000000000000000,257TH, ,6/12/2014 0:00:00,Y,90,7718803.935139999724925,689551.283093999954872,0.000000000000000,0.000000000000000
93,94, ,1989,3,N,0.000000000000000,0.000000000000000,0.000000000000000,Muller SC,302.000000000000000,257TH,Need Paint,6/12/2014 0:00:00,Y,90,7718825.988250000402331,689211.967499000020325,0.000000000000000,0.000000000000000
94,95, ,1996,3,N,0.000000000000000,0.000000000000000,0.000000000000000,Waterous 67,869.000000000000000,EASTWIND,Need Paint,6/11/2014 0:00:00,Y,80,7711573.119880000129342,691166.966214000014588,0.000000000000000,0.000000000000000
95,96, ,0,3,Y,45.551088329999999,-122.420954199999997,-13.097897520000000, ,3324.000000000000000,MARINE, ,,N,0,7710042.169200000353158,692860.563548999954946,0.000000000000000,0.000000000000000
96,97,needs 6 in xtension,1978,3,N,45.540849160199997,-122.394422649000006,6.149499456960000,Dresser 500,641.000000000000000,HISTORIC COLUMBIA RIVER,Need Paint,7/9/2014 0:00:00,Y,74,7716749.164970000274479,688967.822975000017323,6.149500000000000,0.000000000000000
97,98, ,2004,3,N,45.540674587600002,-122.398297912000004,3.814612660960000,Clow,1100.000000000000000,HISTORIC COLUMBIA RIVER,Need Paint,5/30/2014 0:00:00,Y,80,7715755.037039999850094,688927.493330999976024,3.814600000000000,0.000000000000000
98,99, ,2004,3,N,45.539965104899998,-122.397667338000005,6.424157618410000,Clow,179.000000000000000,HEWITT,Need Paint,5/30/2014 0:00:00,Y,70,7715910.480960000306368,688665.086047000018880,6.424199999990000,0.000000000000000
99,100, ,2004,3,N,45.539248519499999,-122.397914490000005,9.128719708849999,Clow,1085.000000000000000,HALSEY,Need Paint,5/28/2014 0:00:00,Y,70,7715841.035559999756515,688405.372328000026755,9.128700000000000,0.000000000000000
100,101, ,2004,3,N,45.538413126300000,-122.399241388999997,14.885230410000000,Clow,461.000000000000000,EDGEFIELD,Need Paint,5/28/2014 0:00:00,Y,65,7715493.987040000036359,688108.853892000042833,14.885199999999999,0.000000000000000
101,102, ,2004,3,N,45.537395253500002,-122.399041886999996,29.709633902099998,Clow,1198.000000000000000,6TH,Need Paint,5/28/2014 0:00:00,Y,40,7715536.368189999833703,687736.629899000050500,29.709599999999998,0.000000000000000
102,103, ,1986,3,N,45.538922632800002,-122.400164450999995,10.525017242000001,Muller SC,1289.000000000000000,HALSEY,Need Paint,5/28/2014 0:00:00,Y,85,7715261.907449999824166,688300.133692999952473,10.525000000000000,0.000000000000000
103,104,needs reflector,1986,3,N,45.538772396500001,-122.401853007000000,9.349148962170000,Muller SC,0.000000000000000,HALSEY,Need Paint,5/28/2014 0:00:00,Y,85,7714827.861730000004172,688255.494347000028938,0.000000000000000,0.000000000000000
104,105, ,1986,3,N,45.538692283400003,-122.403566350000006,8.784707678380000,Muller Improved,0.000000000000000,HALSEY,Needs Paint,7/10/2014 0:00:00,Y,90,7714388.818319999612868,688236.987494000000879,8.784700000000001,0.000000000000000
105,106, ,1986,3,N,45.538610904499997,-122.406318194999997,13.352040718800000,Muller SC,2126.000000000000000,HALSEY,Needs Paint,7/10/2014 0:00:00,Y,85,7713682.919139999896288,688223.647298000054434,13.352000000000000,0.000000000000000
106,107, ,1986,3,N,45.538372475499997,-122.408589589000002,15.132650692700000,Muller SC,2160.000000000000000,HALSEY,Need Paint,5/27/2014 0:00:00,Y,85,7713099.036449999548495,688150.477823999943212,15.132700000000000,0.000000000000000
107,108, ,1986,3,N,45.538216203600001,-122.409851209999999,16.600649700700000,Muller SC,2160.000000000000000,HALSEY,Need Paint,5/27/2014 0:00:00,Y,80,7712774.517740000039339,688101.154103999957442,16.600600000000000,0.000000000000000
108,109,COLLECT DATA,0,3,N,45.536338569500003,-122.403201463000002,30.746749758100002, ,2408.000000000000000,HALSEY, ,,N,0,7714461.771250000223517,687376.538755999994464,30.746700000000001,0.000000000000000
109,110, ,0,3,Y,45.536354018200001,-122.405270005999995,27.625630564700000, ,2408.000000000000000,HALSEY, ,,N,0,7713932.014440000057220,687394.661750999977812,27.625599999999999,0.000000000000000
110,111, ,0,3,Y,45.537426894200003,-122.406177430000000,20.199173641100000, ,2126.000000000000000,HALSEY, ,,N,0,7713708.792449999600649,687791.216403999947943,20.199200000000001,0.000000000000000
111,112,needs reflector,2012,3,N,45.542899968299999,-122.407272104000000,0.288687242678000,Waterous 67,2077.000000000000000,HISTORIC COLUMBIA RIVER,Need Paint,7/2/2014 0:00:00,Y,80,7713475.485170000232756,689792.809842000016943,0.288700000005000,0.000000000000000
112,113,dog pound,1978,3,N,45.542832988800001,-122.404975660999995,-1.030986235610000,Dresser 500,1700.000000000000000,HISTORIC COLUMBIA RIVER,Need Paint,7/2/2014 0:00:00,Y,80,7714063.110630000010133,689754.365037000039592,-1.031000000000000,0.000000000000000
113,114,east of dog pound  drive way,1986,3,N,45.542457573800000,-122.403310669999996,-0.925884234052000,M&H,2077.000000000000000,HISTORIC COLUMBIA RIVER,Need Paint,7/9/2014 0:00:00,Y,84,7714486.651779999956489,689607.920776000013575,-0.925900000002000,0.000000000000000
114,115,needs vaced out,1976,3,N,45.540888065700003,-122.399506259999995,1.945622523800000,Muller SC,124.000000000000000,EDGEFIELD,Need Paint,7/9/2014 0:00:00,Y,80,7715447.352939999662340,689012.584039999986999,1.945600000010000,0.000000000000000
115,116,needs flange gasket,1990,3,N,45.539764373099999,-122.393270000000001,8.678687835080000,Clow 2500,576.000000000000000,HALSEY,Need Paint,7/9/2014 0:00:00,Y,68,7717035.143729999661446,688565.486508999951184,8.678699999999999,0.000000000000000
116,117, ,1990,3,N,45.539203594900002,-122.394782946999996,9.552116808250000,Clow 2500,700.000000000000000,HALSEY,Need Paint,5/30/2014 0:00:00,Y,75,7716642.805929999798536,688370.165048999944702,9.552099999999999,0.000000000000000
117,118, ,0,3,Y,45.538566457500004,-122.394691983000001,16.675845569400000, ,722.000000000000000,HALSEY, ,,N,0,7716660.659249999560416,688137.376800999976695,16.675799999999999,0.000000000000000
118,119, ,0,3,Y,45.537894472799998,-122.394687051000005,19.669374159899998, ,758.000000000000000,HALSEY, ,,N,0,7716656.177299999631941,687892.403209000010975,19.669400000000000,0.000000000000000
119,120,COLLECT DATA,0,3,N,45.537310174600002,-122.395401094999997,23.583131742500001, ,750.000000000000000,HALSEY, ,,N,0,7716468.270849999971688,687683.713009999948554,23.583100000000002,0.000000000000000
